"","date","session","subject","colour","rel_time","nbr_ind","drops","behav","behav1","behav2","group","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","ID_all_index","forg_bout","sex_index","age_index","s_male_red","s_male_blue","s_adult_red","s_adult_blue","rank_index","roost","s_roost_red","s_roost_blue"
"121",20190815,1,"TMG_V_BA","1-RED",1669.618,3,"op","Rop","R","op","BA",1,0,1,87,0,0,121,85,0,"1","0",0,0,0,0,NA,3,0,0
"122",20190815,1,"ONT_V_BA","1-RED",1681.874,4,"op","Rop","R","op","BA",1,0,1,69,0,0,122,67,0,"0","0",0,0,0,0,NA,1,0,0
"123",20190815,1,"ONP_V_BA","1-RED",1691.467,5,"op","Rop","R","op","BA",1,0,1,68,0,0,123,66,0,"1","3",0,0,0,0,NA,1,0,0
"124",20190815,1,"TMG_V_BA","1-RED",1720.46,4,"op","Rop","R","op","BA",1,0,1,87,0,0,124,85,0,"1","0",0,0,0,0,NA,3,0,0
"125",20190815,1,"BPG_V_BA","1-RED",1741.717,4,"op","Rop","R","op","BA",1,0,1,23,0,0,125,21,0,"0","0",0,0,0,0,25,1,0,0
"126",20190815,1,"OPV_V_BA","1-BLUE",1753.134,3,"op","Bop","B","op","BA",0,1,1,74,0,0,126,72,0,"0","3",0,0,0,0,NA,2,0,0
"127",20190815,1,"ONP_V_BA","1-RED",1755.375,2,"op","Rop","R","op","BA",1,0,1,68,0,0,127,66,0,"1","3",0,0,0,0,NA,1,0,0
"128",20190815,1,"MTP_V_BA","1-RED",1772.399,4,"op","Rop","R","op","BA",1,0,1,47,0,0,128,45,0,"0","0",0,0,0,0,38,3,0,0
"129",20190815,1,"PTP_V_NB","1-RED",1775.264,4,"op","Rop","R","op","BA",1,0,1,80,0,0,129,78,0,"1","3",0,0,0,0,NA,3,0,0
"130",20190815,1,"TMG_V_BA","1-RED",1827.701,6,"op","Rop","R","op","BA",1,0,1,87,0,0,130,85,0,"1","0",0,0,0,0,NA,3,0,0
"131",20190815,1,"BOM_V_BA","1-RED",1833.64,4,"op","Rop","R","op","BA",1,0,1,19,0,0,131,17,0,"0","0",0,0,0,0,20,1,0,0
"132",20190815,1,"BGP_V_BA","1-RED",1844.948,6,"op","Rop","R","op","BA",1,0,1,8,0,0,132,6,0,"1","2",0,0,0,0,19,1,0,0
"133",20190815,1,"ONP_V_BA","1-RED",1850.097,5,"op","Rop","R","op","BA",1,0,1,68,0,0,133,66,0,"1","3",0,0,0,0,NA,1,0,0
"134",20190815,1,"BPG_V_BA","1-RED",1856.17,6,"op","Rop","R","op","BA",1,0,1,23,0,0,134,21,0,"0","0",0,0,0,0,25,1,0,0
"135",20190815,1,"MTP_V_BA","1-RED",1916.711,3,"op","Rop","R","op","BA",1,0,1,47,0,0,135,45,0,"0","0",0,0,0,0,38,3,0,0
"136",20190815,1,"OMN_V_BA","1-BLUE",1925.459,4,"op","Bop","B","op","BA",0,1,1,63,0,0,136,61,0,"1","2",0,0,0,0,35,1,0,0
"137",20190815,1,"MTP_V_BA","1-RED",1942.537,4,"drops","Rdr","R","dr","BA",1,0,0,47,0,0,137,45,0,"0","0",0,0,0,0,38,3,0,0
"138",20190815,1,"MTP_V_BA","1-RED",1948.07,3,"op","Rop","R","op","BA",1,0,1,47,0,0,138,45,0,"0","0",0,0,0,0,38,3,0,0
"139",20190815,1,"MTP_V_BA","1-RED",1955.086,3,"op","Rop","R","op","BA",1,0,1,47,0,0,139,45,0,"0","0",0,0,0,0,38,3,0,0
"140",20190815,1,"ONP_V_BA","1-RED",1969.336,3,"op","Rop","R","op","BA",1,0,1,68,0,0,140,66,0,"1","3",0,0,0,0,NA,1,0,0
"141",20190815,1,"PTP_V_NB","1-RED",1980.286,3,"op","Rop","R","op","BA",1,0,1,80,0,0,141,78,0,"1","3",0,0,0,0,NA,3,0,0
"142",20190815,1,"ONP_V_BA","1-RED",2000.612,3,"op","Rop","R","op","BA",1,0,1,68,0,0,142,66,0,"1","3",0,0,0,0,NA,1,0,0
"143",20190815,1,"TMG_V_BA","1-RED",2029.483,3,"op","Rop","R","op","BA",1,0,1,87,0,0,143,85,0,"1","0",0,0,0,0,NA,3,0,0
"144",20190815,1,"BPG_V_BA","1-RED",2052.806,3,"op","Rop","R","op","BA",1,0,1,23,0,0,144,21,0,"0","0",0,0,0,0,25,1,0,0
"145",20190815,1,"ONP_V_BA","1-RED",2055.555,9999,"op","Rop","R","op","BA",1,0,1,68,0,0,145,66,0,"1","3",0,0,0,0,NA,1,0,0
"146",20190815,1,"BOM_V_BA","1-RED",2119.557,3,"op","Rop","R","op","BA",1,0,1,19,0,0,146,17,0,"0","0",0,0,0,0,20,1,0,0
"147",20190815,1,"X118","1-RED",2121.474,NA,"op","Rop","R","op","BA",1,0,1,1,1,3,147,107,0,"1","3",3,1,3,1,NA,NA,3,1
"148",20190815,1,"OMN_V_BA","1-BLUE",2127.6,2,"op","Bop","B","op","BA",0,1,1,63,0,0,148,61,0,"1","2",0,0,0,0,35,1,0,0
"149",20190815,1,"PTP_V_NB","1-RED",2164.664,4,"op","Rop","R","op","BA",1,0,1,80,0,0,149,78,0,"1","3",0,0,0,0,NA,3,0,0
"150",20190815,1,"BPG_V_BA","1-RED",2187.789,1,"op","Rop","R","op","BA",1,0,1,23,0,0,150,21,0,"0","0",0,0,0,0,25,1,0,0
"151",20190815,1,"MTP_V_BA","1-RED",2212.393,3,"op","Rop","R","op","BA",1,0,1,47,0,0,151,45,0,"0","0",0,0,0,0,38,3,0,0
"152",20190815,1,"ONP_V_BA","1-RED",2236.072,3,"op","Rop","R","op","BA",1,0,1,68,0,0,152,66,0,"1","3",0,0,0,0,NA,1,0,0
"153",20190815,1,"OPV_V_BA","1-RED",2238.171,4,"op","Rop","R","op","BA",1,0,1,74,0,0,153,72,0,"0","3",0,0,0,0,NA,2,0,0
"154",20190815,1,"ONP_V_BA","1-RED",2329.271,3,"op","Rop","R","op","BA",1,0,1,68,0,0,154,66,0,"1","3",0,0,0,0,NA,1,0,0
"155",20190815,1,"BPG_V_BA","1-RED",2342.329,2,"op","Rop","R","op","BA",1,0,1,23,0,0,155,21,0,"0","0",0,0,0,0,25,1,0,0
"156",20190815,1,"PTP_V_NB","1-BLUE",2409.795,4,"op","Bop","B","op","BA",0,1,1,80,0,0,156,78,0,"1","3",0,0,0,0,NA,3,0,0
