"","date","group","session","rel_time","subject","behav1","behav2","type","change","time_hh_min","date_scan","data_part","time_window","date_part_scan","date_to_match","closest","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","id_all_index","date_time","hour","minute","second","hms","real_date","zz","sex","sex_index","age","age_index","male","adult","s_male_blue","s_male_red","s_adult_blue","s_adult_red","roost","s_roost_blue","s_roost_red","bout","tech_index","group_index","ac_r_init","ac_b_init","n_obs_total","f_obs_blue","f_obs_red"
"9059",2019-09-14,"MA",2,691.723,"OGT_H_MA","R","dr","secondary",TRUE,1541.529,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,1,0,0,187,4,5,11872,187,201909141541.529,"15","41","31.2",15H 41M 31.2S,2019-09-14 15:41:31,11864,NA,3,"J",1,0,0,2,2,2,2,4,4,4,113,2,4,0,0,9,0.444444444444444,0.555555555555556
"9060",2019-09-14,"MA",2,692.669,"OGT_H_MA","R","dr","secondary",TRUE,1541.544,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,1,0,0,187,3,6,11873,187,201909141541.544,"15","41","32.4",15H 41M 32.4S,2019-09-14 15:41:32,11865,NA,3,"J",1,0,0,2,2,2,2,4,3,5,114,2,4,0,0,9,0.333333333333333,0.666666666666667
"9061",2019-09-14,"MA",2,697.704,"OGT_H_MA","R","op","secondary",TRUE,1541.628,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,1,0,1,187,3,7,11874,187,201909141541.628,"15","41","37.2",15H 41M 37.2S,2019-09-14 15:41:37,11865,NA,3,"J",1,0,0,2,2,2,2,4,3,6,115,2,4,0,0,10,0.3,0.7
"9073",2019-09-14,"MA",2,730.082,"OGT_H_MA","R","dr","secondary",TRUE,1542.168,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,1,0,0,187,1,11,11886,187,201909141542.168,"15","42","9.6",15H 42M 9.6S,2019-09-14 15:42:09,11875,NA,3,"J",1,0,0,1,7,0,4,4,1,7,116,2,4,0,0,12,0.0833333333333333,0.916666666666667
"9074",2019-09-14,"MA",2,732.547,"OGT_H_MA","B","dr","secondary",TRUE,1542.209,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,0,1,0,187,1,12,11887,187,201909141542.209,"15","42","12",15H 42M 12S,2019-09-14 15:42:12,11875,NA,3,"J",1,0,0,1,7,0,4,4,1,8,117,1,4,0,0,13,0.0769230769230769,0.923076923076923
"9075",2019-09-14,"MA",2,735.562,"OGT_H_MA","R","op","secondary",TRUE,1542.259,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,1,0,1,187,2,12,11888,187,201909141542.259,"15","42","15",15H 42M 15S,2019-09-14 15:42:15,11875,NA,3,"J",1,0,0,1,7,0,4,4,2,8,118,2,4,0,0,14,0.142857142857143,0.857142857142857
"9077",2019-09-14,"MA",2,753.346,"OGT_H_MA","B","op","secondary",TRUE,1542.556,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,0,1,1,187,1,6,11890,187,201909141542.556,"15","42","33",15H 42M 33S,2019-09-14 15:42:33,11884,NA,3,"J",1,0,0,0,2,0,1,4,1,4,119,1,4,0,0,7,0.142857142857143,0.857142857142857
"9079",2019-09-14,"MA",2,761.605,"OGT_H_MA","B","op","secondary",TRUE,1542.693,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,0,1,1,187,3,3,11892,187,201909141542.693,"15","42","41.4",15H 42M 41.4S,2019-09-14 15:42:41,11887,NA,3,"J",1,0,0,0,0,0,0,4,3,3,120,1,4,0,0,6,0.5,0.5
"9086",2019-09-14,"MA",2,813.35,"OGT_H_MA","B","op","secondary",TRUE,1543.556,"MA 20190914 2","MA 20190914 2","MA 20190914 scan2",1540,201909141540,0,0,1,1,187,1,0,11899,187,201909141543.556,"15","43","33",15H 43M 33S,2019-09-14 15:43:33,11899,NA,3,"J",1,0,0,1,0,0,0,4,0,0,121,1,4,0,0,1,1,0
"7657",2019-09-08,"MA",1,455.032,"OGV_H_MA","R","op","secondary",TRUE,1437.584,"MA 20190908 1","MA 20190908 1","MA 20190908 scan1",1430,201909081430,0,1,0,1,188,0,0,10161,188,201909081437.584,"14","37","34.8",14H 37M 34.8S,2019-09-08 14:37:34,10156,"M",2,"A",2,1,1,0,0,0,0,4,0,0,1,2,4,0,0,0,0,0
"438",2019-08-16,"BA",1,3711.9,"OGV_V_BA","R","op","primary",FALSE,1508.53166666667,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN8",1510,201908161510,0,1,0,1,189,0,4,647,189,201908161508.532,"15","08","31.8",15H 8M 31.8S,2019-08-16 15:08:31,644,"F",1,"A",2,0,1,0,2,0,1,2,0,4,1,2,1,0,0,4,0,1
"530",2019-08-17,"BA",1,854.817,"OGV_V_BA","R","op","primary",FALSE,1414.24695,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN2",1410,201908171410,0,1,0,1,189,0,0,866,189,201908171414.247,"14","14","14.4",14H 14M 14.4S,2019-08-17 14:14:14,860,"F",1,"A",2,0,1,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0
"559",2019-08-17,"BA",1,1156.67,"OGV_V_BA","R","op","primary",FALSE,1419.27783333333,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN3",1420,201908171420,0,1,0,1,189,0,0,895,189,201908171419.278,"14","19","16.2",14H 19M 16.2S,2019-08-17 14:19:16,892,"F",1,"A",2,0,1,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0
"585",2019-08-17,"BA",1,1363.561,"OGV_V_BA","R","op","primary",FALSE,1422.72601666667,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN3",1420,201908171420,0,1,0,1,189,0,0,921,189,201908171422.726,"14","22","43.2",14H 22M 43.2S,2019-08-17 14:22:43,917,"F",1,"A",2,0,1,0,0,0,0,2,0,0,4,2,1,0,0,0,0,0
"594",2019-08-17,"BA",1,1560.375,"OGV_V_BA","R","op","primary",FALSE,1426.00625,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN4",1430,201908171430,0,1,0,1,189,0,0,930,189,201908171426.006,"14","26","0",14H 26M 0S,2019-08-17 14:26:00,927,"F",1,"A",2,0,1,0,0,0,0,2,0,0,5,2,1,0,0,0,0,0
"601",2019-08-17,"BA",1,1621.908,"OGV_V_BA","R","op","primary",FALSE,1427.0318,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN4",1430,201908171430,0,1,0,1,189,0,0,937,189,201908171427.032,"14","27","1.8",14H 27M 1.8S,2019-08-17 14:27:01,933,"F",1,"A",2,0,1,0,0,0,0,2,0,0,6,2,1,0,0,0,0,0
"638",2019-08-17,"BA",1,1916.749,"OGV_V_BA","R","op","primary",FALSE,1431.94581666667,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN4",1430,201908171430,0,1,0,1,189,0,0,974,189,201908171431.946,"14","31","56.4",14H 31M 56.4S,2019-08-17 14:31:56,970,"F",1,"A",2,0,1,0,0,0,0,2,0,0,7,2,1,0,0,0,0,0
"654",2019-08-17,"BA",1,2055.833,"OGV_V_BA","R","op","primary",FALSE,1434.26388333333,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN4",1430,201908171430,0,1,0,1,189,0,0,990,189,201908171434.264,"14","34","15.6",14H 34M 15.6S,2019-08-17 14:34:15,988,"F",1,"A",2,0,1,0,0,0,0,2,0,0,8,2,1,0,0,0,0,0
"660",2019-08-17,"BA",1,2143.004,"OGV_V_BA","R","op","primary",FALSE,1435.71673333333,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN5",1440,201908171440,0,1,0,1,189,0,1,996,189,201908171435.717,"14","35","42.6",14H 35M 42.6S,2019-08-17 14:35:42,995,"F",1,"A",2,0,1,0,0,0,0,2,0,1,9,2,1,0,0,1,0,1
"677",2019-08-17,"BA",1,2325.876,"OGV_V_BA","R","op","primary",FALSE,1438.7646,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN5",1440,201908171440,0,1,0,1,189,2,2,1013,189,201908171438.765,"14","38","45.6",14H 38M 45.6S,2019-08-17 14:38:45,1010,"F",1,"A",2,0,1,0,0,0,0,2,1,2,10,2,1,0,0,4,0.5,0.5
"679",2019-08-17,"BA",1,2346.955,"OGV_V_BA","R","op","primary",FALSE,1439.11591666667,"BA 20190817 1","BA 20190817 1","BA 20190817 SCAN5",1440,201908171440,0,1,0,1,189,1,3,1015,189,201908171439.116,"14","39","6.6",14H 39M 6.6S,2019-08-17 14:39:06,1012,"F",1,"A",2,0,1,0,0,0,1,2,1,2,11,2,1,0,0,4,0.25,0.75
"776",2019-08-19,"BA",1,500.379,"OGV_V_BA","R","op","primary",FALSE,1408.33965,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN2",1410,201908191410,0,1,0,1,189,2,5,1989,189,201908191408.34,"14","08","20.4",14H 8M 20.4S,2019-08-19 14:08:20,1983,"F",1,"A",2,0,1,2,3,2,2,2,2,5,12,2,1,0,0,7,0.285714285714286,0.714285714285714
"789",2019-08-19,"BA",1,560.803,"OGV_V_BA","R","op","primary",FALSE,1409.34671666667,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN2",1410,201908191410,0,1,0,1,189,0,8,2002,189,201908191409.347,"14","09","20.4",14H 9M 20.4S,2019-08-19 14:09:20,1995,"F",1,"A",2,0,1,0,4,0,3,2,0,6,13,2,1,0,0,8,0,1
"799",2019-08-19,"BA",1,632.648,"OGV_V_BA","R","op","primary",FALSE,1410.54413333333,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN2",1410,201908191410,0,1,0,1,189,1,3,2012,189,201908191410.544,"14","10","32.4",14H 10M 32.4S,2019-08-19 14:10:32,2009,"F",1,"A",2,0,1,1,2,1,0,2,1,3,14,2,1,0,0,4,0.25,0.75
"827",2019-08-19,"BA",1,772.284,"OGV_V_BA","R","op","primary",FALSE,1412.8714,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN2",1410,201908191410,0,1,0,1,189,1,5,2040,189,201908191412.871,"14","12","52.2",14H 12M 52.2S,2019-08-19 14:12:52,2035,"F",1,"A",2,0,1,1,4,1,1,2,1,5,15,2,1,0,0,6,0.166666666666667,0.833333333333333
"836",2019-08-19,"BA",1,901.609,"OGV_V_BA","R","op","primary",FALSE,1415.02681666667,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,0,5,2049,189,201908191415.027,"14","15","1.2",14H 15M 1.2S,2019-08-19 14:15:01,2045,"F",1,"A",2,0,1,0,3,0,2,2,0,5,16,2,1,0,0,5,0,1
"847",2019-08-19,"BA",1,978.948,"OGV_V_BA","R","op","primary",FALSE,1416.3158,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,1,1,2060,189,201908191416.316,"14","16","18.6",14H 16M 18.6S,2019-08-19 14:16:18,2059,"F",1,"A",2,0,1,1,0,1,0,2,1,0,17,2,1,0,0,2,0.5,0.5
"876",2019-08-19,"BA",1,1113.93,"OGV_V_BA","R","op","primary",FALSE,1418.5655,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,0,5,2089,189,201908191418.565,"14","18","33.6",14H 18M 33.6S,2019-08-19 14:18:33,2085,"F",1,"A",2,0,1,0,2,0,1,2,0,4,18,2,1,0,0,5,0,1
"892",2019-08-19,"BA",1,1193.731,"OGV_V_BA","R","op","primary",FALSE,1419.89551666667,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,2,4,2105,189,201908191419.896,"14","19","53.4",14H 19M 53.4S,2019-08-19 14:19:53,2100,"F",1,"A",2,0,1,1,3,0,2,2,1,3,19,2,1,0,0,6,0.333333333333333,0.666666666666667
"900",2019-08-19,"BA",1,1233.179,"OGV_V_BA","R","op","primary",FALSE,1420.55298333333,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,3,4,2113,189,201908191420.553,"14","20","33",14H 20M 33S,2019-08-19 14:20:33,2107,"F",1,"A",2,0,1,2,2,2,2,2,2,4,20,2,1,0,0,7,0.428571428571429,0.571428571428571
"910",2019-08-19,"BA",1,1387.857,"OGV_V_BA","R","op","primary",FALSE,1423.13095,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,1,6,2123,189,201908191423.131,"14","23","7.8",14H 23M 7.8S,2019-08-19 14:23:07,2117,"F",1,"A",2,0,1,0,4,0,3,2,1,6,21,2,1,0,0,7,0.142857142857143,0.857142857142857
"926",2019-08-19,"BA",1,1482.021,"OGV_V_BA","R","op","primary",FALSE,1424.70035,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,189,2,9,2139,189,201908191424.7,"14","24","4.2",14H 24M 4.2S,2019-08-19 14:24:04,2129,"F",1,"A",2,0,1,0,6,0,4,2,1,9,22,2,1,0,0,11,0.181818181818182,0.818181818181818
"938",2019-08-19,"BA",1,1560.711,"OGV_V_BA","R","op","primary",FALSE,1426.01185,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,189,1,4,2151,189,201908191426.012,"14","26","0.6",14H 26M 0.6S,2019-08-19 14:26:00,2147,"F",1,"A",2,0,1,1,3,1,2,2,1,4,23,2,1,0,0,5,0.2,0.8
"952",2019-08-19,"BA",1,1670.518,"OGV_V_BA","R","op","primary",FALSE,1427.84196666667,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,189,0,3,2165,189,201908191427.842,"14","27","50.4",14H 27M 50.4S,2019-08-19 14:27:50,2163,"F",1,"A",2,0,1,0,3,0,2,2,0,3,24,2,1,0,0,3,0,1
"982",2019-08-19,"BA",1,1893.869,"OGV_V_BA","R","op","primary",FALSE,1431.56448333333,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,189,1,7,2195,189,201908191431.564,"14","31","33.6",14H 31M 33.6S,2019-08-19 14:31:33,2188,"F",1,"A",2,0,1,1,7,1,4,2,1,7,25,2,1,0,0,8,0.125,0.875
"1448",2019-08-21,"BA",1,262.17,"OGV_V_BA","R","op","primary",FALSE,1404.3695,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN1",1400,201908211400,0,1,0,1,189,0,0,3685,189,201908211404.37,"14","04","22.2",14H 4M 22.2S,2019-08-21 14:04:22,3678,"F",1,"A",2,0,1,0,0,0,0,2,0,0,26,2,1,0,0,0,0,0
"1686",2019-08-21,"BA",2,593.843,"OGV_V_BA","R","op","primary",FALSE,1509.89738333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,189,0,0,3923,189,201908211509.897,"15","09","53.4",15H 9M 53.4S,2019-08-21 15:09:53,3912,"F",1,"A",2,0,1,0,0,0,0,2,0,0,27,2,1,0,0,0,0,0
"1971",2019-08-22,"BA",1,223.655,"OGV_V_BA","R","op","primary",FALSE,1403.72758333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN1",1400,201908221400,0,1,0,1,189,2,11,4792,189,201908221403.728,"14","03","43.2",14H 3M 43.2S,2019-08-22 14:03:43,4780,"F",1,"A",2,0,1,2,10,1,6,2,1,8,28,2,1,0,0,13,0.153846153846154,0.846153846153846
"1991",2019-08-22,"BA",1,315.689,"OGV_V_BA","R","op","primary",FALSE,1405.26148333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,189,0,7,4812,189,201908221405.261,"14","05","15.6",14H 5M 15.6S,2019-08-22 14:05:15,4806,"F",1,"A",2,0,1,0,4,0,3,2,0,6,29,2,1,0,0,7,0,1
"2031",2019-08-22,"BA",1,435.17,"OGV_V_BA","R","op","primary",FALSE,1407.25283333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,189,4,7,4852,189,201908221407.253,"14","07","15",14H 7M 15S,2019-08-22 14:07:15,4842,"F",1,"A",2,0,1,4,5,3,5,2,2,4,30,2,1,0,0,11,0.363636363636364,0.636363636363636
"2050",2019-08-22,"BA",1,514.654,"OGV_V_BA","R","op","primary",FALSE,1408.57756666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,189,3,5,4871,189,201908221408.578,"14","08","34.2",14H 8M 34.2S,2019-08-22 14:08:34,4864,"F",1,"A",2,0,1,2,3,1,2,2,2,4,31,2,1,0,0,8,0.375,0.625
"2099",2019-08-22,"BA",1,928.249,"OGV_V_BA","R","op","primary",FALSE,1415.47081666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,189,0,1,4920,189,201908221415.471,"14","15","28.2",14H 15M 28.2S,2019-08-22 14:15:28,4920,"F",1,"A",2,0,1,0,0,0,0,2,0,1,32,2,1,0,0,1,0,1
"2156",2019-08-22,"BA",1,1116.268,"OGV_V_BA","R","op","primary",FALSE,1418.60446666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,189,2,4,4977,189,201908221418.604,"14","18","36",14H 18M 36S,2019-08-22 14:18:36,4972,"F",1,"A",2,0,1,2,4,1,3,2,1,3,33,2,1,0,0,6,0.333333333333333,0.666666666666667
"2186",2019-08-22,"BA",1,1206.963,"OGV_V_BA","R","op","primary",FALSE,1420.11605,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,189,3,6,5007,189,201908221420.116,"14","20","6.6",14H 20M 6.6S,2019-08-22 14:20:06,4999,"F",1,"A",2,0,1,2,5,1,4,2,2,5,34,2,1,0,0,9,0.333333333333333,0.666666666666667
"2195",2019-08-22,"BA",1,1238.916,"OGV_V_BA","R","op","primary",FALSE,1420.6486,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,189,3,6,5016,189,201908221420.649,"14","20","38.4",14H 20M 38.4S,2019-08-22 14:20:38,5008,"F",1,"A",2,0,1,2,4,1,2,2,3,4,35,2,1,0,0,9,0.333333333333333,0.666666666666667
"2229",2019-08-22,"BA",1,1354.306,"OGV_V_BA","R","op","primary",FALSE,1422.57176666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,189,1,9,5050,189,201908221422.572,"14","22","34.2",14H 22M 34.2S,2019-08-22 14:22:34,5041,"F",1,"A",2,0,1,0,6,0,2,2,1,4,36,2,1,0,0,10,0.1,0.9
"2450",2019-08-24,"BA",1,921.713,"OGV_V_BA","R","op","primary",FALSE,1415.36188333333,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,1,0,1,189,2,8,5845,189,201908241415.362,"14","15","21.6",14H 15M 21.6S,2019-08-24 14:15:21,5836,"F",1,"A",2,0,1,1,2,2,1,2,1,6,37,2,1,0,0,10,0.2,0.8
"2492",2019-08-24,"BA",1,1078.678,"OGV_V_BA","R","op","primary",FALSE,1417.97796666667,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,1,0,1,189,2,4,5887,189,201908241417.978,"14","17","58.2",14H 17M 58.2S,2019-08-24 14:17:58,5882,"F",1,"A",2,0,1,2,4,0,2,2,2,3,38,2,1,0,0,6,0.333333333333333,0.666666666666667
"6944",2019-09-05,"MA",2,1967.096,"OM_H_MA","R","op","secondary",TRUE,1602.785,"MA 20190905 2","MA 20190905 2","MA 20190905 scan4",1600,201909051600,0,1,0,1,190,3,2,8579,190,201909051602.785,"16","02","46.8",16H 2M 46.8S,2019-09-05 16:02:46,8575,"M",2,"J",1,1,0,2,2,0,2,4,0,2,1,2,4,0,0,5,0.6,0.4
"6959",2019-09-05,"MA",2,2217.689,"OM_H_MA","R","op","secondary",TRUE,1606.961,"MA 20190905 2","MA 20190905 2","MA 20190905 scan5",1610,201909051610,0,1,0,1,190,2,2,8594,190,201909051606.961,"16","06","57.6",16H 6M 57.6S,2019-09-05 16:06:57,8591,"M",2,"J",1,1,0,0,0,1,0,4,2,1,2,2,4,0,0,4,0.5,0.5
"6980",2019-09-05,"MA",2,2501.532,"OM_H_MA","R","op","secondary",TRUE,1611.692,"MA 20190905 2","MA 20190905 2","MA 20190905 scan5",1610,201909051610,0,1,0,1,190,0,3,8615,190,201909051611.692,"16","11","41.4",16H 11M 41.4S,2019-09-05 16:11:41,8613,"M",2,"J",1,1,0,0,0,0,0,4,0,3,3,2,4,0,0,3,0,1
"6984",2019-09-05,"MA",2,2569.184,"OM_H_MA","R","op","secondary",TRUE,1612.82,"MA 20190905 2","MA 20190905 2","MA 20190905 scan5",1610,201909051610,0,1,0,1,190,1,1,8619,190,201909051612.82,"16","12","49.2",16H 12M 49.2S,2019-09-05 16:12:49,8618,"M",2,"J",1,1,0,0,0,1,0,4,1,1,4,2,4,0,0,2,0.5,0.5
"6989",2019-09-05,"MA",2,2617.717,"OM_H_MA","R","op","secondary",TRUE,1613.629,"MA 20190905 2","MA 20190905 2","MA 20190905 scan5",1610,201909051610,0,1,0,1,190,0,3,8624,190,201909051613.629,"16","13","37.2",16H 13M 37.2S,2019-09-05 16:13:37,8622,"M",2,"J",1,1,0,0,1,0,1,4,0,2,5,2,4,0,0,3,0,1
"7039",2019-09-05,"MA",2,3089.358,"OM_H_MA","B","op","secondary",TRUE,1621.489,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,0,1,1,190,1,2,8674,190,201909051621.489,"16","21","28.8",16H 21M 28.8S,2019-09-05 16:21:28,8672,"M",2,"J",1,1,0,0,0,0,0,4,0,2,6,1,4,0,0,3,0.333333333333333,0.666666666666667
"7041",2019-09-05,"MA",2,3123.666,"OM_H_MA","R","op","secondary",TRUE,1622.061,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,1,0,1,190,2,0,8676,190,201909051622.061,"16","22","3.6",16H 22M 3.6S,2019-09-05 16:22:03,8675,"M",2,"J",1,1,0,1,0,1,0,4,2,0,7,2,4,0,0,2,1,0
"7046",2019-09-05,"MA",2,3211.623,"OM_H_MA","R","op","secondary",TRUE,1623.527,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,1,0,1,190,2,1,8681,190,201909051623.527,"16","23","31.2",16H 23M 31.2S,2019-09-05 16:23:31,8679,"M",2,"J",1,1,0,0,0,0,0,4,1,0,8,2,4,0,0,3,0.666666666666667,0.333333333333333
"7049",2019-09-05,"MA",2,3256.633,"OM_H_MA","B","op","secondary",TRUE,1624.277,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,0,1,1,190,0,3,8684,190,201909051624.277,"16","24","16.2",16H 24M 16.2S,2019-09-05 16:24:16,8682,"M",2,"J",1,1,0,0,1,0,0,4,0,2,9,1,4,0,0,3,0,1
"7050",2019-09-05,"MA",2,3277.188,"OM_H_MA","R","op","secondary",TRUE,1624.62,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,1,0,1,190,1,2,8685,190,201909051624.62,"16","24","37.2",16H 24M 37.2S,2019-09-05 16:24:37,8683,"M",2,"J",1,1,0,1,0,0,0,4,1,1,10,2,4,0,0,3,0.333333333333333,0.666666666666667
"7053",2019-09-05,"MA",2,3334.998,"OM_H_MA","B","op","secondary",TRUE,1625.583,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,0,1,1,190,0,1,8688,190,201909051625.583,"16","25","34.8",16H 25M 34.8S,2019-09-05 16:25:34,8688,"M",2,"J",1,1,0,0,0,0,0,4,0,1,11,1,4,0,0,1,0,1
"7054",2019-09-05,"MA",2,3366.854,"OM_H_MA","R","op","secondary",TRUE,1626.114,"MA 20190905 2","MA 20190905 2","MA 20190905 scan6",1620,201909051620,0,1,0,1,190,1,0,8689,190,201909051626.114,"16","26","6.6",16H 26M 6.6S,2019-09-05 16:26:06,8689,"M",2,"J",1,1,0,1,0,0,0,4,1,0,12,2,4,0,0,1,1,0
"7155",2019-09-06,"MA",1,812.454,"OM_H_MA","R","op","secondary",TRUE,1443.541,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,1,0,1,190,4,0,9241,190,201909061443.541,"14","43","32.4",14H 43M 32.4S,2019-09-06 14:43:32,9238,"M",2,"J",1,1,0,2,0,0,0,4,2,0,13,2,4,0,0,4,1,0
"7171",2019-09-06,"MA",1,894.109,"OM_H_MA","R","op","secondary",TRUE,1444.902,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,1,0,1,190,6,1,9257,190,201909061444.902,"14","44","54",14H 44M 54S,2019-09-06 14:44:54,9251,"M",2,"J",1,1,0,0,1,0,1,4,6,1,14,2,4,0,0,7,0.857142857142857,0.142857142857143
"7179",2019-09-06,"MA",1,946.409,"OM_H_MA","R","op","secondary",TRUE,1445.773,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,1,0,1,190,2,3,9265,190,201909061445.773,"14","45","46.2",14H 45M 46.2S,2019-09-06 14:45:46,9261,"M",2,"J",1,1,0,0,1,0,1,4,2,1,15,2,4,0,0,5,0.4,0.6
"7196",2019-09-06,"MA",1,1067.459,"OM_H_MA","R","op","secondary",TRUE,1447.791,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,1,0,1,190,1,4,9282,190,201909061447.791,"14","47","47.4",14H 47M 47.4S,2019-09-06 14:47:47,9278,"M",2,"J",1,1,0,0,0,0,0,4,1,4,16,2,4,0,0,5,0.2,0.8
"7205",2019-09-06,"MA",1,1125.259,"OM_H_MA","B","op","secondary",TRUE,1448.754,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,0,1,1,190,3,2,9291,190,201909061448.754,"14","48","45",14H 48M 45S,2019-09-06 14:48:45,9287,"M",2,"J",1,1,0,1,1,0,1,4,2,2,17,1,4,0,0,5,0.6,0.4
"7216",2019-09-06,"MA",1,1213.308,"OM_H_MA","R","op","secondary",TRUE,1450.222,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,1,0,1,190,3,1,9302,190,201909061450.222,"14","50","13.2",14H 50M 13.2S,2019-09-06 14:50:13,9299,"M",2,"J",1,1,0,0,1,0,0,4,3,0,18,2,4,0,0,4,0.75,0.25
"7230",2019-09-06,"MA",1,1297.859,"OM_H_MA","B","op","secondary",TRUE,1451.631,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,0,1,1,190,6,1,9316,190,201909061451.631,"14","51","37.8",14H 51M 37.8S,2019-09-06 14:51:37,9310,"M",2,"J",1,1,0,1,1,1,1,4,5,1,19,1,4,0,0,7,0.857142857142857,0.142857142857143
"7240",2019-09-06,"MA",1,1359.871,"OM_H_MA","B","op","secondary",TRUE,1452.665,"MA 20190906 1","MA 20190906 1","MA 20190906 scan3",1450,201909061450,0,0,1,1,190,3,0,9326,190,201909061452.665,"14","52","39.6",14H 52M 39.6S,2019-09-06 14:52:39,9324,"M",2,"J",1,1,0,0,0,0,0,4,3,0,20,1,4,0,0,3,1,0
"7407",2019-09-07,"MA",1,373.443,"OM_H_MA","R","op","secondary",TRUE,1436.224,"MA 20190907 1","MA 20190907 1","MA 20190907 scan2",1440,201909071440,0,1,0,1,190,2,2,9911,190,201909071436.224,"14","36","13.2",14H 36M 13.2S,2019-09-07 14:36:13,9908,"M",2,"J",1,1,0,0,1,1,1,4,2,1,21,2,4,0,0,4,0.5,0.5
