"","x","date","session","subject","colour","rel_time","nbr_ind","drops","behav","behav1","behav2","group","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","ID_all_index","forg_bout"
"362",362,20190816,1,"BON_V_BA","1-RED",2636.918,7,"op","Rop","R","op","BA",1,0,1,21,0,0,362,18,0
"438",438,20190819,1,"BON_V_BA","1-BLUE",228.684,4,"op","Bop","B","op","BA",0,1,1,21,0,0,438,18,0
"440",440,20190819,1,"BON_V_BA","1-RED",246.338,5,"op","Rop","R","op","BA",1,0,1,21,0,0,440,18,0
"442",442,20190819,1,"BON_V_BA","1-RED",262.614,6,"op","Rop","R","op","BA",1,0,1,21,0,0,442,18,0
"446",446,20190819,1,"BON_V_BA","1-RED",272.648,7,"op","Rop","R","op","BA",1,0,1,21,0,0,446,18,0
"452",452,20190819,1,"BON_V_BA","1-RED",297.926,4,"drops","Rdr","R","dr","BA",1,0,0,21,0,0,452,18,0
"453",453,20190819,1,"BON_V_BA","1-RED",300.407,6,"drops","Rdr","R","dr","BA",1,0,0,21,0,0,453,18,0
"454",454,20190819,1,"BON_V_BA","1-RED",302.354,6,"op","Rop","R","op","BA",1,0,1,21,0,0,454,18,0
"457",457,20190819,1,"BON_V_BA","1-RED",329.577,9,"op","Rop","R","op","BA",1,0,1,21,0,0,457,18,0
"581",581,20190819,1,"BON_V_BA","1-RED",910.645,7,"op","Rop","R","op","BA",1,0,1,21,0,2,581,18,0
"611",611,20190819,1,"BON_V_BA","1-RED",1033.303,5,"op","Rop","R","op","BA",1,0,1,21,0,2,611,18,0
"712",712,20190819,2,"BON_V_BA","1-RED",1542.503,1,"op","Rop","R","op","BA",1,0,1,21,0,6,712,18,0
"722",722,20190819,2,"BON_V_BA","1-RED",1580.208,1,"op","Rop","R","op","BA",1,0,1,21,0,6,722,18,0
"725",725,20190819,2,"BON_V_BA","1-RED",1602.198,1,"op","Rop","R","op","BA",1,0,1,21,0,6,725,18,0
"737",737,20190819,2,"BON_V_BA","1-RED",1656.805,2,"op","Rop","R","op","BA",1,0,1,21,0,6,737,18,0
"752",752,20190819,2,"BON_V_BA","1-RED",1735.523,5,"op","Rop","R","op","BA",1,0,1,21,0,6,752,18,0
"764",764,20190819,2,"BON_V_BA","1-RED",1827.682,6,"drops","Rdr","R","dr","BA",1,0,0,21,0,6,764,18,0
"766",766,20190819,2,"BON_V_BA","1-RED",1831.708,5,"op","Rop","R","op","BA",1,0,1,21,0,6,766,18,0
"769",769,20190819,2,"BON_V_BA","1-RED",1837.803,5,"op","Rop","R","op","BA",1,0,1,21,0,6,769,18,0
"791",791,20190819,2,"BON_V_BA","1-RED",1903.583,4,"op","Rop","R","op","BA",1,0,1,21,0,7,791,18,0
"826",826,20190819,2,"BON_V_BA","1-RED",2039.133,6,"op","Rop","R","op","BA",1,0,1,21,0,7,826,18,0
"1471",1471,20190822,2,"BON_V_BA","1-RED",52.488,4,"op","Rop","R","op","BA",1,0,1,21,0,8,1471,18,0
"1479",1479,20190822,2,"BON_V_BA","1-RED",80.402,4,"op","Rop","R","op","BA",1,0,1,21,0,8,1479,18,0
"1492",1492,20190822,2,"BON_V_BA","1-RED",130.636,4,"op","Rop","R","op","BA",1,0,1,21,0,8,1492,18,0
"1499",1499,20190822,2,"BON_V_BA","1-RED",166.734,9,"op","Rop","R","op","BA",1,0,1,21,0,8,1499,18,0
"1533",1533,20190822,1,"BON_V_BA","1-RED",216.065,11,"op","Rop","R","op","BA",1,0,1,21,0,8,1533,18,0
"1559",1559,20190822,1,"BON_V_BA","1-RED",261.266,11,"op","Rop","R","op","BA",1,0,1,21,0,9,1559,18,0
"1603",1603,20190822,1,"BON_V_BA","1-RED",336.308,14,"op","Rop","R","op","BA",1,0,1,21,0,10,1603,18,0
"1616",1616,20190822,1,"BON_V_BA","1-RED",357.626,10,"drops","Rdr","R","dr","BA",1,0,0,21,0,10,1616,18,0
"1626",1626,20190822,1,"BON_V_BA","1-RED",380.106,6,"op","Rop","R","op","BA",1,0,1,21,0,10,1626,18,0
"2012",2012,20190824,1,"BON_V_BA","1-RED",212.995,12,"op","Rop","R","op","BA",1,0,1,21,0,14,2012,18,0
"2016",2016,20190824,1,"BON_V_BA","1-RED",221.129,11,"op","Rop","R","op","BA",1,0,1,21,0,14,2016,18,0
"2100",2100,20190824,1,"BON_V_BA","1-RED",469.225,10,"op","Rop","R","op","BA",1,0,1,21,0,14,2100,18,0
"2266",2266,20190825,2,"BON_V_BA","1-RED",102.957,3,"op","Rop","R","op","BA",1,0,1,21,0,14,2266,18,0
"2267",2267,20190825,2,"BON_V_BA","1-RED",114.625,4,"op","Rop","R","op","BA",1,0,1,21,0,14,2267,18,0
"2276",2276,20190825,2,"BON_V_BA","1-RED",170.165,5,"op","Rop","R","op","BA",1,0,1,21,0,14,2276,18,0
"2528",2528,20190825,1,"BON_V_BA","1-RED",832.312,5,"op","Rop","R","op","BA",1,0,1,21,0,14,2528,18,0
"2570",2570,20190825,1,"BON_V_BA","1-RED",894.81,8,"op","Rop","R","op","BA",1,0,1,21,0,14,2570,18,0
"2579",2579,20190825,1,"BON_V_BA","1-RED",910.05,9,"op","Rop","R","op","BA",1,0,1,21,0,14,2579,18,0
"2394",2394,20190825,1,"BP_V_BA","1-BLUE",447.189,11,"op","Bop","B","op","BA",0,1,1,22,0,1,2394,19,0
"2436",2436,20190825,1,"BP_V_BA","1-RED",520.816,8,"op","Rop","R","op","BA",1,0,1,22,0,1,2436,19,0
"232",232,20190816,1,"BPB_V_BA","1-RED",457.369,2,"op","Rop","R","op","BA",1,0,1,23,0,0,232,20,0
"287",287,20190816,1,"BPB_V_BA","1-RED",1384.735,5,"op","Rop","R","op","BA",1,0,1,23,0,0,287,20,0
"312",312,20190816,1,"BPB_V_BA","1-BLUE",1796.672,4,"op","Bop","B","op","BA",0,1,1,23,0,0,312,20,0
"344",344,20190816,1,"BPB_V_BA","1-BLUE",2189.905,2,"op","Bop","B","op","BA",0,1,1,23,0,0,344,20,0
"475",475,20190819,1,"BPB_V_BA","1-BLUE",441.855,3,"op","Bop","B","op","BA",0,1,1,23,0,0,475,20,0
"514",514,20190819,1,"BPB_V_BA","1-RED",618.395,0,"op","Rop","R","op","BA",1,0,1,23,0,0,514,20,0
"538",538,20190819,1,"BPB_V_BA","1-RED",712.865,4,"op","Rop","R","op","BA",1,0,1,23,0,0,538,20,0
"634",634,20190819,1,"BPB_V_BA","1-RED",1112.057,7,"op","Rop","R","op","BA",1,0,1,23,0,0,634,20,0
"695",695,20190819,1,"BPB_V_BA","1-BLUE",1461.8,5,"op","Bop","B","op","BA",0,1,1,23,0,0,695,20,0
"719",719,20190819,1,"BPB_V_BA","1-BLUE",1571.78,4,"op","Bop","B","op","BA",0,1,1,23,0,0,719,20,0
"814",814,20190819,2,"BPB_V_BA","1-BLUE",1991.923,6,"op","Bop","B","op","BA",0,1,1,23,0,0,814,20,0
"836",836,20190819,2,"BPB_V_BA","1-RED",2245.223,3,"op","Rop","R","op","BA",1,0,1,23,0,0,836,20,0
"850",850,20190819,2,"BPB_V_BA","1-RED",2372.614,6,"op","Rop","R","op","BA",1,0,1,23,0,1,850,20,0
"1537",1537,20190822,2,"BPB_V_BA","1-BLUE",219.881,3,"op","Bop","B","op","BA",0,1,1,23,0,1,1537,20,0
"1568",1568,20190822,2,"BPB_V_BA","1-BLUE",275.46,9,"op","Bop","B","op","BA",0,1,1,23,0,1,1568,20,0
"1581",1581,20190822,2,"BPB_V_BA","1-BLUE",301.261,9,"op","Bop","B","op","BA",0,1,1,23,0,1,1581,20,0
"1587",1587,20190822,1,"BPB_V_BA","1-RED",314.836,7,"op","Rop","R","op","BA",1,0,1,23,0,1,1587,20,0
"1636",1636,20190822,1,"BPB_V_BA","1-RED",397.832,10,"op","Rop","R","op","BA",1,0,1,23,0,1,1636,20,0
"1681",1681,20190822,1,"BPB_V_BA","1-BLUE",480.065,6,"op","Bop","B","op","BA",0,1,1,23,0,1,1681,20,0
"1760",1760,20190822,1,"BPB_V_BA","1-BLUE",682.77,8,"op","Bop","B","op","BA",0,1,1,23,0,1,1760,20,0
"1808",1808,20190822,1,"BPB_V_BA","1-BLUE",940.717,10,"op","Bop","B","op","BA",0,1,1,23,0,1,1808,20,0
"1855",1855,20190822,1,"BPB_V_BA","1-BLUE",1037.692,4,"op","Bop","B","op","BA",0,1,1,23,0,1,1855,20,0
"1872",1872,20190822,1,"BPB_V_BA","1-RED",1060.521,9,"op","Rop","R","op","BA",1,0,1,23,0,1,1872,20,0
"1920",1920,20190822,1,"BPB_V_BA","1-BLUE",1160.289,10,"op","Bop","B","op","BA",0,1,1,23,0,1,1920,20,0
"1954",1954,20190822,1,"BPB_V_BA","1-BLUE",1226.954,8,"op","Bop","B","op","BA",0,1,1,23,0,1,1954,20,0
"1971",1971,20190822,1,"BPB_V_BA","1-BLUE",1296.013,7,"op","Bop","B","op","BA",0,1,1,23,0,1,1971,20,0
"2341",2341,20190825,1,"BPB_V_BA","1-RED",346.027,9,"op","Rop","R","op","BA",1,0,1,23,0,2,2341,20,0
"2361",2361,20190825,1,"BPB_V_BA","1-RED",385.297,5,"op","Rop","R","op","BA",1,0,1,23,0,2,2361,20,0
"2472",2472,20190825,1,"BPB_V_BA","1-RED",602.89,7,"op","Rop","R","op","BA",1,0,1,23,0,2,2472,20,0
"2484",2484,20190825,1,"BPB_V_BA","1-RED",629.152,9,"op","Rop","R","op","BA",1,0,1,23,0,2,2484,20,0
"2549",2549,20190825,2,"BPB_V_BA","1-BLUE",860.164,6,"op","Bop","B","op","BA",0,1,1,23,0,2,2549,20,0
"2556",2556,20190825,1,"BPB_V_BA","1-RED",870.382,2,"op","Rop","R","op","BA",1,0,1,23,0,2,2556,20,0
"2563",2563,20190825,2,"BPB_V_BA","1-BLUE",881.228,7,"op","Bop","B","op","BA",0,1,1,23,0,2,2563,20,0
"2582",2582,20190825,2,"BPB_V_BA","1-RED",913.369,6,"op","Rop","R","op","BA",1,0,1,23,0,2,2582,20,0
"2639",2639,20190825,2,"BPB_V_BA","1-BLUE",1043.459,6,"op","Bop","B","op","BA",0,1,1,23,0,2,2639,20,0
"2670",2670,20190825,2,"BPB_V_BA","1-BLUE",1139.315,5,"op","Bop","B","op","BA",0,1,1,23,0,2,2670,20,0
"2701",2701,20190825,2,"BPB_V_BA","1-BLUE",1294.588,3,"op","Bop","B","op","BA",0,1,1,23,0,2,2701,20,0
"2716",2716,20190825,2,"BPB_V_BA","1-BLUE",1372.681,5,"op","Bop","B","op","BA",0,1,1,23,0,2,2716,20,0
"2732",2732,20190825,2,"BPB_V_BA","1-BLUE",1441.492,5,"op","Bop","B","op","BA",0,1,1,23,0,2,2732,20,0
"2779",2779,20190921,1,"BPB_V_BA","1-BLUE",152.269,5,"op","Bop","B","op","BA",0,1,1,23,0,2,2779,20,0
"2796",2796,20190921,1,"BPB_V_BA","1-RED",246.96,5,"op","Rop","R","op","BA",1,0,1,23,0,2,2796,20,0
"2813",2813,20190921,1,"BPB_V_BA","1-BLUE",357.371,4,"op","Bop","B","op","BA",0,1,1,23,0,2,2813,20,0
"2836",2836,20190921,1,"BPB_V_BA","1-BLUE",459.819,4,"op","Bop","B","op","BA",0,1,1,23,0,2,2836,20,0
"2856",2856,20190921,1,"BPB_V_BA","1-RED",564.96,7,"op","Rop","R","op","BA",1,0,1,23,0,2,2856,20,0
"2896",2896,20190921,1,"BPB_V_BA","1-BLUE",788.771,3,"op","Bop","B","op","BA",0,1,1,23,0,2,2896,20,0
"2916",2916,20190921,1,"BPB_V_BA","1-BLUE",877.03,5,"op","Bop","B","op","BA",0,1,1,23,0,2,2916,20,0
"101",101,20190815,1,"BPG_V_BA","1-RED",1287.207,5,"op","Rop","R","op","BA",1,0,1,24,0,0,101,21,0
"106",106,20190815,1,"BPG_V_BA","1-RED",1378.212,5,"op","Rop","R","op","BA",1,0,1,24,0,0,106,21,0
"115",115,20190815,1,"BPG_V_BA","1-BLUE",1574.603,5,"op","Bop","B","op","BA",0,1,1,24,0,1,115,21,0
"125",125,20190815,1,"BPG_V_BA","1-RED",1741.717,4,"op","Rop","R","op","BA",1,0,1,24,0,1,125,21,0
"134",134,20190815,1,"BPG_V_BA","1-RED",1856.17,6,"op","Rop","R","op","BA",1,0,1,24,0,1,134,21,0
"144",144,20190815,1,"BPG_V_BA","1-RED",2052.806,3,"op","Rop","R","op","BA",1,0,1,24,0,1,144,21,0
"150",150,20190815,1,"BPG_V_BA","1-RED",2187.789,1,"op","Rop","R","op","BA",1,0,1,24,0,1,150,21,0
"155",155,20190815,1,"BPG_V_BA","1-RED",2342.329,2,"op","Rop","R","op","BA",1,0,1,24,0,1,155,21,0
"210",210,20190815,1,"BPG_V_BA","1-RED",3895.531,4,"op","Rop","R","op","BA",1,0,1,24,0,1,210,21,0
"244",244,20190816,1,"BPG_V_BA","1-RED",662.703,6,"op","Rop","R","op","BA",1,0,1,24,0,1,244,21,0
"253",253,20190816,1,"BPG_V_BA","1-RED",776.001,7,"op","Rop","R","op","BA",1,0,1,24,0,1,253,21,0
"266",266,20190816,1,"BPG_V_BA","1-RED",941.863,6,"op","Rop","R","op","BA",1,0,1,24,0,1,266,21,0
"271",271,20190816,1,"BPG_V_BA","1-BLUE",1045.985,3,"op","Bop","B","op","BA",0,1,1,24,0,1,271,21,0
"283",283,20190816,1,"BPG_V_BA","1-RED",1252.44,6,"op","Rop","R","op","BA",1,0,1,24,0,1,283,21,0
"284",284,20190816,1,"BPG_V_BA","1-RED",1301.294,4,"op","Rop","R","op","BA",1,0,1,24,0,1,284,21,0
"288",288,20190816,1,"BPG_V_BA","1-BLUE",1397.233,4,"op","Bop","B","op","BA",0,1,1,24,0,1,288,21,0
"295",295,20190816,1,"BPG_V_BA","1-RED",1562.349,4,"op","Rop","R","op","BA",1,0,1,24,0,1,295,21,0
"330",330,20190816,1,"BPG_V_BA","1-RED",2002.23,4,"op","Rop","R","op","BA",1,0,1,24,0,1,330,21,0
"336",336,20190816,1,"BPG_V_BA","1-RED",2101.84,8,"op","Rop","R","op","BA",1,0,1,24,0,1,336,21,0
"369",369,20190816,1,"BPG_V_BA","1-BLUE",2757.254,10,"op","Bop","B","op","BA",0,1,1,24,0,1,369,21,0
"383",383,20190816,1,"BPG_V_BA","1-RED",2981.695,1,"op","Rop","R","op","BA",1,0,1,24,0,1,383,21,0
"384",384,20190816,1,"BPG_V_BA","1-BLUE",3032.634,3,"op","Bop","B","op","BA",0,1,1,24,0,1,384,21,0
"386",386,20190816,1,"BPG_V_BA","1-RED",3087.714,4,"op","Rop","R","op","BA",1,0,1,24,0,1,386,21,0
"390",390,20190816,1,"BPG_V_BA","1-BLUE",3142.851,6,"op","Bop","B","op","BA",0,1,1,24,0,1,390,21,0
"392",392,20190816,1,"BPG_V_BA","1-RED",3181.152,5,"op","Rop","R","op","BA",1,0,1,24,0,1,392,21,0
"397",397,20190816,1,"BPG_V_BA","1-RED",3262.438,5,"op","Rop","R","op","BA",1,0,1,24,0,1,397,21,0
"399",399,20190816,1,"BPG_V_BA","1-BLUE",3282.642,5,"drops","Bdr","B","dr","BA",0,1,0,24,0,1,399,21,0
"400",400,20190816,1,"BPG_V_BA","1-RED",3286.218,7,"op","Rop","R","op","BA",1,0,1,24,0,1,400,21,0
"401",401,20190816,1,"BPG_V_BA","1-RED",3295.944,5,"op","Rop","R","op","BA",1,0,1,24,0,1,401,21,0
"406",406,20190816,1,"BPG_V_BA","1-RED",3402.467,5,"op","Rop","R","op","BA",1,0,1,24,0,1,406,21,0
"407",407,20190816,1,"BPG_V_BA","1-BLUE",3455.562,5,"op","Bop","B","op","BA",0,1,1,24,0,1,407,21,0
"411",411,20190816,1,"BPG_V_BA","1-RED",3549.138,4,"op","Rop","R","op","BA",1,0,1,24,0,1,411,21,0
"416",416,20190816,1,"BPG_V_BA","1-RED",3693.655,4,"op","Rop","R","op","BA",1,0,1,24,0,1,416,21,0
"436",436,20190819,2,"BPG_V_BA","1-RED",209.565,3,"op","Rop","R","op","BA",1,0,1,24,0,1,436,21,0
"534",534,20190819,1,"BPG_V_BA","1-RED",685.479,7,"op","Rop","R","op","BA",1,0,1,24,0,2,534,21,0
"553",553,20190819,1,"BPG_V_BA","1-RED",757.62,6,"op","Rop","R","op","BA",1,0,1,24,0,2,553,21,0
"598",598,20190819,1,"BPG_V_BA","1-RED",986.444,6,"op","Rop","R","op","BA",1,0,1,24,0,2,598,21,0
"632",632,20190819,1,"BPG_V_BA","1-RED",1100.694,8,"op","Rop","R","op","BA",1,0,1,24,0,2,632,21,0
"645",645,20190819,1,"BPG_V_BA","1-BLUE",1148.228,5,"op","Bop","B","op","BA",0,1,1,24,0,2,645,21,0
"662",662,20190819,1,"BPG_V_BA","1-RED",1215.606,5,"op","Rop","R","op","BA",1,0,1,24,0,2,662,21,0
"682",682,20190819,1,"BPG_V_BA","1-RED",1377.813,6,"drops","Rdr","R","dr","BA",1,0,0,24,0,2,682,21,0
"683",683,20190819,1,"BPG_V_BA","1-BLUE",1379.439,6,"op","Bop","B","op","BA",0,1,1,24,0,2,683,21,0
"699",699,20190819,1,"BPG_V_BA","1-RED",1471.287,8,"op","Rop","R","op","BA",1,0,1,24,0,2,699,21,0
"718",718,20190819,1,"BPG_V_BA","1-RED",1567.726,4,"op","Rop","R","op","BA",1,0,1,24,0,3,718,21,0
"821",821,20190819,1,"BPG_V_BA","1-BLUE",2018.949,7,"op","Bop","B","op","BA",0,1,1,24,0,3,821,21,0
"914",914,20190819,2,"BPG_V_BA","1-RED",2930.304,1,"op","Rop","R","op","BA",1,0,1,24,0,3,914,21,0
"922",922,20190819,2,"BPG_V_BA","1-RED",2997.833,3,"op","Rop","R","op","BA",1,0,1,24,0,3,922,21,0
"927",927,20190819,2,"BPG_V_BA","1-RED",3038.894,7,"op","Rop","R","op","BA",1,0,1,24,0,3,927,21,0
"932",932,20190819,2,"BPG_V_BA","1-RED",3076.393,6,"op","Rop","R","op","BA",1,0,1,24,0,3,932,21,0
"933",933,20190819,2,"BPG_V_BA","1-RED",3100.593,3,"drops","Rdr","R","dr","BA",1,0,0,24,0,3,933,21,0
"934",934,20190819,2,"BPG_V_BA","1-RED",3106.973,7,"op","Rop","R","op","BA",1,0,1,24,0,3,934,21,0
"938",938,20190819,2,"BPG_V_BA","1-RED",3145.608,7,"op","Rop","R","op","BA",1,0,1,24,0,3,938,21,0
"946",946,20190819,2,"BPG_V_BA","1-BLUE",3216.938,5,"op","Bop","B","op","BA",0,1,1,24,0,3,946,21,0
"949",949,20190820,1,"BPG_V_BA","1-RED",243.714,1,"op","Rop","R","op","BA",1,0,1,24,0,3,949,21,0
"953",953,20190820,1,"BPG_V_BA","1-BLUE",296.461,2,"op","Bop","B","op","BA",0,1,1,24,0,3,953,21,0
"955",955,20190820,1,"BPG_V_BA","1-RED",345.805,2,"op","Rop","R","op","BA",1,0,1,24,0,3,955,21,0
"959",959,20190820,1,"BPG_V_BA","1-BLUE",405.794,2,"op","Bop","B","op","BA",0,1,1,24,0,3,959,21,0
"965",965,20190820,1,"BPG_V_BA","1-RED",486.005,1,"op","Rop","R","op","BA",1,0,1,24,0,3,965,21,0
"970",970,20190820,1,"BPG_V_BA","1-RED",536.799,1,"op","Rop","R","op","BA",1,0,1,24,0,3,970,21,0
"972",972,20190820,1,"BPG_V_BA","1-RED",563.315,1,"op","Rop","R","op","BA",1,0,1,24,0,3,972,21,0
"975",975,20190820,1,"BPG_V_BA","1-RED",598.844,4,"op","Rop","R","op","BA",1,0,1,24,0,3,975,21,0
"980",980,20190820,1,"BPG_V_BA","1-RED",671.029,1,"op","Rop","R","op","BA",1,0,1,24,0,3,980,21,0
"982",982,20190820,1,"BPG_V_BA","1-BLUE",721.595,2,"op","Bop","B","op","BA",0,1,1,24,0,3,982,21,0
"988",988,20190820,1,"BPG_V_BA","1-RED",800.441,1,"op","Rop","R","op","BA",1,0,1,24,0,3,988,21,0
"996",996,20190820,1,"BPG_V_BA","1-RED",921.91,1,"op","Rop","R","op","BA",1,0,1,24,0,3,996,21,0
"1002",1002,20190820,1,"BPG_V_BA","1-RED",1024.709,4,"op","Rop","R","op","BA",1,0,1,24,0,3,1002,21,0
"1003",1003,20190820,1,"BPG_V_BA","1-BLUE",1036.615,3,"op","Bop","B","op","BA",0,1,1,24,0,3,1003,21,0
"1005",1005,20190820,1,"BPG_V_BA","1-RED",1051.096,1,"op","Rop","R","op","BA",1,0,1,24,0,3,1005,21,0
"1012",1012,20190820,1,"BPG_V_BA","1-BLUE",1139.667,3,"op","Bop","B","op","BA",0,1,1,24,0,3,1012,21,0
"1015",1015,20190820,1,"BPG_V_BA","1-BLUE",1176.587,3,"op","Bop","B","op","BA",0,1,1,24,0,3,1015,21,0
"1029",1029,20190820,1,"BPG_V_BA","1-BLUE",1295.015,3,"op","Bop","B","op","BA",0,1,1,24,0,3,1029,21,0
"1035",1035,20190820,1,"BPG_V_BA","1-BLUE",1356.635,2,"drops","Bdr","B","dr","BA",0,1,0,24,0,3,1035,21,0
"1036",1036,20190820,1,"BPG_V_BA","1-RED",1362.435,4,"op","Rop","R","op","BA",1,0,1,24,0,3,1036,21,0
"1038",1038,20190820,1,"BPG_V_BA","1-RED",1369.291,3,"op","Rop","R","op","BA",1,0,1,24,0,3,1038,21,0
"1041",1041,20190820,1,"BPG_V_BA","1-BLUE",1393.793,1,"op","Bop","B","op","BA",0,1,1,24,0,3,1041,21,0
"1045",1045,20190820,1,"BPG_V_BA","1-RED",1561.673,1,"op","Rop","R","op","BA",1,0,1,24,0,3,1045,21,0
"1051",1051,20190820,1,"BPG_V_BA","1-BLUE",1693.318,5,"op","Bop","B","op","BA",0,1,1,24,0,3,1051,21,0
"1549",1549,20190822,1,"BPG_V_BA","1-RED",245.436,9,"op","Rop","R","op","BA",1,0,1,24,0,3,1549,21,0
"1582",1582,20190822,1,"BPG_V_BA","1-RED",301.927,11,"op","Rop","R","op","BA",1,0,1,24,0,3,1582,21,0
"1611",1611,20190822,1,"BPG_V_BA","1-RED",353.721,10,"op","Rop","R","op","BA",1,0,1,24,0,3,1611,21,0
"1663",1663,20190822,1,"BPG_V_BA","1-RED",450.472,8,"op","Rop","R","op","BA",1,0,1,24,0,3,1663,21,0
"1690",1690,20190822,1,"BPG_V_BA","1-RED",497.634,9,"op","Rop","R","op","BA",1,0,1,24,0,3,1690,21,0
"1725",1725,20190822,1,"BPG_V_BA","1-RED",568.317,7,"op","Rop","R","op","BA",1,0,1,24,0,3,1725,21,0
"1740",1740,20190822,1,"BPG_V_BA","1-RED",618.954,8,"op","Rop","R","op","BA",1,0,1,24,0,3,1740,21,0
"1761",1761,20190822,1,"BPG_V_BA","1-RED",685.204,4,"op","Rop","R","op","BA",1,0,1,24,0,3,1761,21,0
"1854",1854,20190822,1,"BPG_V_BA","1-RED",1035.243,3,"op","Rop","R","op","BA",1,0,1,24,0,3,1854,21,0
"1870",1870,20190822,1,"BPG_V_BA","1-RED",1057.817,NA,"op","Rop","R","op","BA",1,0,1,24,0,3,1870,21,0
"1905",1905,20190822,1,"BPG_V_BA","1-BLUE",1131.962,8,"op","Bop","B","op","BA",0,1,1,24,0,3,1905,21,0
"2030",2030,20190824,1,"BPG_V_BA","1-RED",268.275,16,"op","Rop","R","op","BA",1,0,1,24,0,4,2030,21,0
"2048",2048,20190824,1,"BPG_V_BA","1-RED",334.39,14,"op","Rop","R","op","BA",1,0,1,24,0,5,2048,21,0
"2061",2061,20190824,1,"BPG_V_BA","1-RED",365.581,9,"op","Rop","R","op","BA",1,0,1,24,0,5,2061,21,0
"2084",2084,20190824,1,"BPG_V_BA","1-RED",428.452,9,"op","Rop","R","op","BA",1,0,1,24,0,6,2084,21,0
"2096",2096,20190824,1,"BPG_V_BA","1-RED",458.146,12,"op","Rop","R","op","BA",1,0,1,24,0,7,2096,21,0
"2099",2099,20190824,1,"BPG_V_BA","1-RED",466.995,13,"op","Rop","R","op","BA",1,0,1,24,0,7,2099,21,0
"2137",2137,20190824,1,"BPG_V_BA","1-RED",598.794,NA,"op","Rop","R","op","BA",1,0,1,24,0,7,2137,21,0
"2150",2150,20190824,1,"BPG_V_BA","1-RED",726.767,11,"op","Rop","R","op","BA",1,0,1,24,0,8,2150,21,0
"2302",2302,20190825,1,"BPG_V_BA","1-RED",264.973,9,"op","Rop","R","op","BA",1,0,1,24,0,9,2302,21,0
"2339",2339,20190825,1,"BPG_V_BA","1-RED",341.198,9,"op","Rop","R","op","BA",1,0,1,24,0,9,2339,21,0
"2384",2384,20190825,1,"BPG_V_BA","1-RED",435.971,10,"op","Rop","R","op","BA",1,0,1,24,0,9,2384,21,0
"2446",2446,20190825,1,"BPG_V_BA","1-BLUE",534.96,10,"op","Bop","B","op","BA",0,1,1,24,0,9,2446,21,0
"2709",2709,20190825,2,"BPG_V_BA","1-BLUE",1343.017,6,"op","Bop","B","op","BA",0,1,1,24,0,9,2709,21,0
"2720",2720,20190825,2,"BPG_V_BA","1-RED",1388.087,2,"op","Rop","R","op","BA",1,0,1,24,0,9,2720,21,0
"2733",2733,20190825,2,"BPG_V_BA","1-RED",1449.056,7,"op","Rop","R","op","BA",1,0,1,24,0,9,2733,21,0
"2750",2750,20190825,2,"BPG_V_BA","1-BLUE",1607.972,6,"op","Bop","B","op","BA",0,1,1,24,0,9,2750,21,0
"2762",2762,20190825,2,"BPG_V_BA","1-RED",1656.149,5,"op","Rop","R","op","BA",1,0,1,24,0,9,2762,21,0
"2765",2765,20190825,2,"BPG_V_BA","1-BLUE",1682.33,5,"op","Bop","B","op","BA",0,1,1,24,0,9,2765,21,0
"2772",2772,20190825,2,"BPG_V_BA","1-BLUE",1731.627,9,"op","Bop","B","op","BA",0,1,1,24,0,9,2772,21,0
"2778",2778,20190921,1,"BPG_V_BA","1-RED",146.005,7,"op","Rop","R","op","BA",1,0,1,24,0,9,2778,21,0
"2783",2783,20190921,1,"BPG_V_BA","1-RED",183.964,3,"op","Rop","R","op","BA",1,0,1,24,0,9,2783,21,0
"2791",2791,20190921,1,"BPG_V_BA","1-BLUE",222.886,6,"op","Bop","B","op","BA",0,1,1,24,0,9,2791,21,0
"2804",2804,20190921,1,"BPG_V_BA","1-RED",281.741,3,"op","Rop","R","op","BA",1,0,1,24,0,9,2804,21,0
"2808",2808,20190921,1,"BPG_V_BA","1-RED",331.718,2,"op","Rop","R","op","BA",1,0,1,24,0,9,2808,21,0
"2823",2823,20190921,1,"BPG_V_BA","1-RED",408.706,4,"op","Rop","R","op","BA",1,0,1,24,0,9,2823,21,0
"2838",2838,20190921,1,"BPG_V_BA","1-BLUE",468.843,4,"op","Bop","B","op","BA",0,1,1,24,0,9,2838,21,0
"2846",2846,20190921,1,"BPG_V_BA","1-RED",523.311,6,"op","Rop","R","op","BA",1,0,1,24,0,9,2846,21,0
"2858",2858,20190921,1,"BPG_V_BA","1-RED",572.343,5,"op","Rop","R","op","BA",1,0,1,24,0,9,2858,21,0
"2897",2897,20190921,1,"BPG_V_BA","1-RED",795.017,5,"op","Rop","R","op","BA",1,0,1,24,0,9,2897,21,0
"2907",2907,20190921,1,"BPG_V_BA","1-RED",845.118,7,"op","Rop","R","op","BA",1,0,1,24,0,9,2907,21,0
"2919",2919,20190921,1,"BPG_V_BA","1-RED",895.383,6,"op","Rop","R","op","BA",1,0,1,24,0,9,2919,21,0
"13",13,20190814,1,"BPO_V_BA","1-RED",4148.41,2,"op","Rop","R","op","BA",1,0,1,25,0,0,13,22,0
"14",14,20190814,1,"BPO_V_BA","1-BLUE",4174.274,2,"op","Bop","B","op","BA",0,1,1,25,0,0,14,22,0
"15",15,20190814,1,"BPO_V_BA","1-RED",4210.223,4,"op","Rop","R","op","BA",1,0,1,25,0,0,15,22,0
